,id,href,name_rus,name_eng,rating,rating_count,critics_rating,imdb_rating,imdb_rating_count,year,duration,genres,countries
15806,8712,/film/a-teper-nachinaetsya-krik-1973-8712/,А теперь начинается крик,And Now the Screaming Starts!,6.239,110.0,60,6.0,1730,1973,90,ужасы,Великобритания
15807,496869,/film/496869/,О людях и богах,Des hommes et des dieux,6.662000000000001,1135.0,93,7.2,13646,2010,120,"драма,история",Франция
15811,16980,/film/labirint-strastey-1982-16980/,Лабиринт страстей,Laberinto de pasiones,6.531000000000001,888.0,100,6.4,3163,1982,100,"драма,мелодрама,комедия",Испания
15814,31488,/film/alisa-v-gorodakh-1973-31488/,Алиса в городах,Alice in den Städten,8.006,6423.0,100,8.0,8000,1973,110,драма,Германия (ФРГ)
15821,196604,/film/neft-2007-196604/,Нефть,There Will Be Blood,7.766,54721.0,91,8.1,433638,2007,158,драма,США
15825,7157,/film/7157/,Одноглазые валеты,One-Eyed Jacks,6.62,372.0,57,7.2,7924,1961,141,вестерн,США
15826,71078,/film/novaya-frantsiya-2004-71078/,Новая Франция,Nouvelle-France,6.64,427.0,17,5.4,1088,2004,143,"драма,мелодрама,история,военный","Франция,Канада,Великобритания"
15834,652374,/film/neverno-2012-652374/,Неверно,Wrong,6.584,2260.0,67,6.3,8089,2012,94,"детектив,комедия","Франция,США"
15836,80265,/film/80265/,Человек тьмы III ,Darkman III: Die Darkman Die,5.28,720.0,33,4.8,3062,1995,87,"боевик,фантастика,криминал,ужасы,триллер",США
15838,868071,/film/868071/,Незваные гости,Shut In,5.307,6134.0,45,5.7,9298,2015,90,"драма,триллер,ужасы",США
15841,48394,/film/odnim-glazkom-2002-48394/,Одним глазком,My Little Eye,4.996,737.0,67,5.6,10668,2002,95,"драма,триллер,детектив,ужасы","Франция,Великобритания,США,Канада"
15845,276310,/film/pereprava-2008-276310/,Переправа,Crossing Over,6.763,3053.0,16,6.8,21122,2008,113,"драма,криминал",США
15850,64131,/film/64131/,Жить,Ikiru,8.144,5679.0,100,8.3,55391,1952,143,драма,Япония
15854,661199,/film/661199/,Независимая игра: Кино,Indie Game: The Movie,7.7989999999999995,3718.0,93,7.7,18920,2012,94,"драма,документальный",Канада
15855,355,/film/355/,Пианист,The Pianist,8.471,187842.0,95,8.5,590106,2002,149,"драма,музыка,биография,военный","Франция,Германия,Польша,Великобритания"
15864,2313,/film/2313/,Привычка жениться,The Marrying Man,7.541,7268.0,10,5.7,4512,1991,115,"музыка,мелодрама,комедия",США
15868,1723,/film/1723/,Книга джунглей,The Jungle Book,7.071000000000001,4308.0,79,6.0,14233,1994,111,"приключения,мелодрама,семейный",США
15871,229964,/film/zolushka-3-zlye-chary-2007-229964/,Золушка 3: Злые чары ,Cinderella III: A Twist in Time,6.757000000000001,2198.0,71,6.0,7057,2007,74,"семейный,мелодрама,мюзикл,фэнтези,мультфильм",США
15878,316099,/film/316099/,Любовь и прочие обстоятельства,Love and Other Impossible Pursuits,7.0,13842.0,38,6.4,16531,2009,98,"драма,мелодрама",США
15881,260895,/film/260895/,Битва в Сиэтле,Battle in Seattle,6.763,1159.0,56,6.7,13498,2007,99,"боевик,драма","Германия,Канада,США"
15883,12197,/film/12197/,Короли Догтауна,Lords of Dogtown,7.667000000000001,13164.0,54,7.1,47712,2005,107,"драма,биография,спорт","Германия,США"
15885,2612,/film/nepriyatnosti-s-obezyankoy-1994-2612/,Неприятности с обезьянкой,Monkey Trouble,6.778,2676.0,50,5.3,5553,1994,96,"приключения,семейный,комедия","Япония,США"
15890,793976,/film/pazolini-2014-793976/,Пазолини,Pasolini,5.611000000000001,522.0,72,5.7,2375,2014,84,"драма,биография","Франция,Бельгия,Италия"
15893,370,/film/unesyonnye-prizrakami-2001-370/,Унесённые призраками,Sen to Chihiro no kamikakushi,8.427999999999999,208547.0,97,8.6,525421,2001,125,"семейный,приключения,фэнтези,аниме,мультфильм",Япония
15894,7492,/film/esli-lyusi-upadet-1996-7492/,Если Люси упадет,If Lucy Fell,5.599,244.0,18,4.8,3534,1996,92,"мелодрама,комедия",США
15897,8287,/film/8287/,Туз в рукаве,Ace in the Hole,7.824,3775.0,89,8.2,23395,1951,111,"фильм-нуар,драма",США
15898,2907,/film/2907/,Конго,Congo,6.007999999999999,2561.0,22,5.1,37750,1995,109,"боевик,приключения,детектив,фантастика",США
15901,575180,/film/piraty-karibskogo-morya-mertvetsy-ne-rasskazyvayut-skazki-2017-575180/,Пираты Карибского моря: Мертвецы не рассказывают сказки,Pirates of the Caribbean: Dead Men Tell No Tales,6.569,99595.0,29,6.6,210061,2017,129,"боевик,приключения,фэнтези,комедия",США
15909,7659,/film/7659/,Ашик-Кериб,,7.376,669.0,100,7.4,1332,1988,73,драма,СССР
15910,6400,/film/studiya-54-1998-6400/,Студия 54,54,7.028,8094.0,16,5.8,29482,1998,93,"драма,музыка",США
15912,9555,/film/9555/,Святой из форта Вашингтон,The Saint of Fort Washington,7.73,349.0,80,7.2,2064,1993,103,драма,США
15915,724,/film/keyt-i-leo-2001-724/,Кейт и Лео,Kate & Leopold,7.597,73983.0,50,6.4,70995,2001,113,"мелодрама,фэнтези,комедия",США
15919,979795,/film/979795/,Бремя,Cargo,6.162999999999999,2724.0,86,6.3,21096,2017,105,"драма,ужасы",Австралия
15921,484438,/film/kapitan-fillips-2013-484438/,Капитан Филлипс,Captain Phillips,7.546,67566.0,94,7.8,369258,2013,134,"боевик,драма,криминал,триллер",США
15923,15285,/film/15285/,Полет навигатора,Flight of the Navigator,7.571000000000001,9067.0,82,6.9,37815,1986,90,"приключения,фантастика,семейный",США
15924,86989,/film/86989/,Прощальный поцелуй,The Last Kiss,6.881,6922.0,46,6.5,38986,2006,104,"драма,мелодрама,комедия",США
15925,835,/film/835/,Солярис,Solaris,6.061,15679.0,66,6.2,71814,2002,95,"драма,детектив,фантастика,мелодрама",США
15926,963343,/film/963343/,Форма голоса,Koe no katachi,8.054,7980.0,93,8.2,13774,2016,130,"аниме,мультфильм,мелодрама,драма",Япония
15931,6610,/film/angliyskiy-tsiryulnik-2000-6610/,Английский цирюльник,Blow Dry,7.2620000000000005,2884.0,19,6.3,7199,2000,94,"драма,мелодрама,комедия","Германия,Великобритания,США"
15935,9913,/film/9913/,Ваня с 42-й улицы,Vanya on 42nd Street,7.3629999999999995,532.0,89,7.5,3700,1994,119,"драма,мелодрама,комедия",США
15937,256412,/film/charulota-1964-256412/,Чарулота,Charulata,7.886,339.0,96,8.3,3910,1964,117,"драма,мелодрама",Индия
15938,7302,/film/druzya-eddi-koyla-1973-7302/,Друзья Эдди Койла,The Friends of Eddie Coyle,7.281000000000001,421.0,100,7.6,6817,1973,102,"драма,криминал,триллер",США
15939,6144,/film/realnaya-lyubov-2003-6144/,Реальная любовь,Love Actually,7.914,132508.0,63,7.6,362166,2003,129,"драма,мелодрама,комедия","Франция,Великобритания,США"
15948,278205,/film/278205/,Убежище,Shelter,7.6,3525.0,58,7.8,18306,2007,89,"драма,мелодрама",США
15952,968729,/film/968729/,Случай в отеле «Нил Хилтон»,The Nile Hilton Incident,6.192,390.0,90,6.8,4864,2017,111,"драма,криминал,триллер","Швеция,Марокко,Германия,Франция,Дания"
15953,840992,/film/irratsionalnyy-chelovek-2015-840992/,Иррациональный человек,Irrational Man,6.716,31756.0,46,6.6,45182,2015,95,"драма,комедия",США
15956,279708,/film/vypusknoy-2008-279708/,Выпускной,Prom Night,5.235,5440.0,8,3.9,29551,2008,89,"детектив,ужасы","Канада,США"
15959,3784,/film/krik-2-1997-3784/,Крик 2,Scream 2,6.814,26094.0,81,6.1,137496,1997,116,"детектив,ужасы",США
15961,561653,/film/561653/,На льду,On the Ice,5.617000000000001,129.0,67,6.3,895,2011,96,"драма,триллер",США
15963,8028,/film/shlepni-ee-ona-frantsuzhenka-2002-8028/,"Шлепни ее, она француженка","Slap Her, She's French!",6.172000000000001,4760.0,36,5.1,4999,2002,84,"мелодрама,комедия","Германия,Великобритания,США"
15965,741,/film/741/,Вас не догонят,Lost and Delirious,7.452999999999999,9183.0,51,7.0,17990,2001,103,"драма,мелодрама",Канада
15968,7244,/film/smeshnaya-ledi-1975-7244/,Смешная леди,Funny Lady,7.109,414.0,44,6.4,4163,1975,136,"драма,биография,мелодрама,мюзикл,комедия",США
15981,4223,/film/4223/,Огонь на поражение,The Shooting,6.35,327.0,100,6.7,3442,1966,82,вестерн,США
15984,3543,/film/3543/,Безумные похороны,Eulogy,6.426,1135.0,32,6.7,7952,2004,91,"драма,комедия","Германия,Великобритания,США"
15988,738285,/film/738285/,Команда уничтожить,Kill Command,5.093,1972.0,70,5.7,10919,2014,100,"боевик,триллер,фантастика,ужасы",Великобритания
15989,463437,/film/463437/,Джейн Эйр,Jane Eyre,7.436,41446.0,84,7.4,69384,2011,120,"драма,мелодрама","Великобритания,США"
15990,4853,/film/4853/,С меня хватит!,Falling Down,7.651,32080.0,73,7.6,148654,1992,113,"драма,криминал,триллер","Франция,Великобритания,США"
15992,6896,/film/otel-novaya-roza-1998-6896/,Отель Новая Роза,New Rose Hotel,5.372999999999999,714.0,19,4.9,3793,1998,93,"драма,детектив,фантастика",США
15995,404259,/film/404259/,Книга крови,Book of Blood,5.356,4321.0,80,5.3,6347,2008,100,"триллер,детектив,ужасы",Великобритания
15998,77894,/film/tri-balbesa-2012-77894/,Три балбеса,The Three Stooges,4.3469999999999995,1968.0,50,5.1,27472,2012,92,"семейный,комедия",США
15999,34281,/film/34281/,Могучие Морфы: Рейнджеры силы,Mighty Morphin Power Rangers: The Movie,4.539,1163.0,40,5.1,22254,1995,95,"семейный,боевик,фантастика,приключения,триллер","Япония,Австралия,США"
16000,4721,/film/4721/,Александр,Alexander,7.186,91150.0,16,5.6,149831,2004,175,"история,военный,боевик,драма,биография,мелодрама,приключения","Германия,Франция,Великобритания,США,Нидерланды,Италия"
16009,1600,/film/gorodskie-pizhony-2-legenda-o-zolote-kyorli-1994-1600/,Городские пижоны 2: Легенда о золоте Кёрли,City Slickers II: The Legend of Curly's Gold,6.434,372.0,18,5.5,16209,1994,116,комедия,США
16013,7183,/film/7183/,Подержанные львы,Secondhand Lions,7.751,7576.0,59,7.6,47148,2003,109,"драма,семейный,комедия",США
16017,13695,/film/13695/,Японский городовой,S.F.W.,6.644,496.0,12,5.9,4355,1994,96,"драма,комедия",США
16018,81621,/film/81621/,Рога и копыта,Barnyard,5.572,13120.0,22,5.6,22842,2006,90,"мультфильм,семейный,комедия","Германия,Нидерланды,США"
16027,81506,/film/ryadom-s-greys-2005-81506/,Рядом с Грейс,Nearing Grace,6.871,177.0,45,6.0,854,2005,105,"драма,мелодрама,комедия","Канада,США"
16039,477710,/film/ba-bakh-2010-477710/,Ба-бах!,Kaboom,6.192,2859.0,60,5.7,11150,2010,86,"фантастика,триллер,комедия","Франция,США"
16048,8391,/film/8391/,Правонарушитель Морант,«Breaker» Morant,6.792999999999999,186.0,100,7.9,10833,1980,107,"драма,история,военный",Австралия
16051,377138,/film/ubiystvo-shkolnogo-prezidenta-2008-377138/,Убийство школьного президента,Assassination of a High School President,5.727,3242.0,50,6.3,14541,2008,93,"детектив,криминал,комедия",США
